Code du Point de Vente,Raison Sociale,Code Postal,Ville,Code Chef de Secteur Henkel,"Total
Famille",Famille,"Total
annuel
2022","Total
annuel
2023","Total
annuel
Evol","Total
YTD
2022","Total
YTD
2023","Total
YTD
Evol","Janvier
2022","Janvier
2023","Janvier
Evol","Février
2022","Février
2023","Février
Evol","Mars
2022","Mars
2023","Mars
Evol","Avril
2022","Avril
2023","Avril
Evol","Mai
2022","Mai
2023","Mai
Evol","Juin
2022","Juin
2023","Juin
Evol","Juillet
2022","Juillet
2023","Juillet
Evol","Août
2022","Août
2023","Août
Evol","Septembre
2022","Septembre
2023","Septembre
Evol","Octobre
2022","Octobre
2023","Octobre
Evol","Novembre
2022","Novembre
2023","Novembre
Evol","Décembre
2022","Décembre
2023","Décembre
Evol"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,TOTAL HENKEL,,285869,253737,"-11,24%",285869,253737,"-11,24%",26678,28748,"7,76%",21766,25611,"17,66%",14975,46761,"212,26%",19432,9361,"-51,83%",29105,12510,"-57,02%",29549,19074,"-35,45%",25098,20621,"-17,84%",22519,21965,"-2,46%",24996,17267,"-30,92%",21437,16159,"-24,62%",22636,21376,"-5,57%",27677,14284,"-48,39%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,TOTAL HENKEL Direct,285869,253737,"-11,24%",285869,253737,"-11,24%",26678,28748,"7,76%",21766,25611,"17,66%",14975,46761,"212,26%",19432,9361,"-51,83%",29105,12510,"-57,02%",29549,19074,"-35,45%",25098,20621,"-17,84%",22519,21965,"-2,46%",24996,17267,"-30,92%",21437,16159,"-24,62%",22636,21376,"-5,57%",27677,14284,"-48,39%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    PEINTURE,151594,158836,"4,78%",151594,158836,"4,78%",15261,24773,"62,33%",12337,15078,"22,22%",3648,24766,"578,91%",8924,6223,"-30,26%",22483,9046,"-59,76%",19363,10651,"-44,99%",13771,7785,"-43,47%",12763,12558,"-1,61%",12027,13730,"14,16%",8193,11672,"42,47%",10250,14908,"45,45%",12575,7646,"-39,20%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    MENUISERIE,9404,7514,,9404,7514,"-20,09%",1360,468,"-65,60%",1125,1127,"0,23%",1149,1356,"18,03%",417,192,"-54,01%",308,,,45,1336,"2852,81%",1069,634,"-40,67%",367,838,"128,22%",478,,,2448,393,"-83,94%",240,494,"105,34%",397,677,"70,64%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    PLOMBERIE,77160,51576,"-33,16%",77160,51576,"-33,16%",4959,995,"-79,93%",4797,5121,"6,77%",5848,11568,"97,82%",5358,1669,"-68,86%",4578,1904,"-58,41%",6680,4882,"-26,91%",6734,10093,"49,89%",5922,6327,"6,84%",7694,727,"-90,55%",6247,1945,"-68,86%",6926,2902,"-58,09%",11420,3442,"-69,86%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    SOL,27060,19704,"-27,19%",27060,19704,"-27,19%",3380,1932,"-42,85%",1753,3080,"75,68%",2509,5605,"123,41%",2598,306,"-88,24%",374,487,"30,32%",2267,1438,"-36,55%",2025,250,"-87,64%",2398,1619,"-32,51%",2234,1151,"-48,47%",1667,1142,"-31,49%",3645,1127,"-69,08%",2212,1567,"-29,13%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    DECO,7289,6573,"-9,82%",7289,6573,"-9,82%",813,581,"-28,59%",540,682,"26,32%",849,585,"-31,06%",86,398,"365,50%",493,627,27%,843,432,"-48,74%",736,566,"-23,07%",701,362,"-48,41%",700,599,"-14,40%",457,565,"23,71%",795,666,"-16,31%",276,510,"84,91%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    QUINCAILLERIE,3141,2180,,3141,2180,"-30,60%",60,,,63,207,"225,52%",127,744,"486,01%",120,144,"20,28%",63,,,63,144,"127,60%",765,144,"-81,10%",315,65,"-79,30%",199,372,"86,87%",,72,,566,141,"-75,02%",798,144,"-81,88%"
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    BATI,10067,7170,,10067,7170,"-28,78%",845,,,1151,315,"-72,66%",845,2045,"141,85%",1929,429,"-77,76%",756,401,"-46,99%",288,190,"-34,02%",,1148,,,151,,1664,687,"-58,69%",2373,369,"-84,46%",215,1138,"430,54%",,297,
20pxf,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,,-    AUTRES,155,185,,155,185,"19,29%",,,,,,,,92,,,,,50,46,"-7,23%",,,,,,,53,46,"-12,10%",,,,53,,,,,,,,
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,TOTAL HENKEL,,340291,251341,"-26,14%",340291,251341,"-26,14%",38071,21370,"-43,87%",25610,23854,"-6,86%",30886,24008,"-22,27%",22300,2794,"-87,47%",11321,20201,"78,44%",36579,21810,"-40,38%",26696,23316,"-12,66%",31895,28683,"-10,07%",26883,18179,"-32,38%",18493,20080,"8,58%",30392,26329,"-13,37%",41165,20717,"-49,67%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,TOTAL HENKEL Direct,340291,251341,"-26,14%",340291,251341,"-26,14%",38071,21370,"-43,87%",25610,23854,"-6,86%",30886,24008,"-22,27%",22300,2794,"-87,47%",11321,20201,"78,44%",36579,21810,"-40,38%",26696,23316,"-12,66%",31895,28683,"-10,07%",26883,18179,"-32,38%",18493,20080,"8,58%",30392,26329,"-13,37%",41165,20717,"-49,67%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    PEINTURE,242230,173118,,242230,173118,"-28,53%",24660,13282,"-46,14%",17630,17645,"0,08%",20711,14258,"-31,16%",17067,-1848,,6840,15002,"119,34%",31475,15555,"-50,58%",19104,18459,"-3,38%",23620,21419,"-9,32%",16492,13802,"-16,31%",8390,12615,"50,37%",19825,17716,"-10,64%",36417,15214,"-58,22%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    MENUISERIE,12807,11287,,12807,11287,"-11,87%",3030,1231,"-59,37%",457,,,2153,621,"-71,15%",429,455,"6,15%",181,1480,"717,58%",1434,2303,"60,67%",228,569,"149,43%",1619,1067,"-34,06%",1276,414,"-67,58%",398,1342,"237,13%",649,1307,"101,32%",953,498,"-47,81%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    PLOMBERIE,37027,28096,"-24,12%",37027,28096,"-24,12%",3548,4249,"19,77%",3258,1344,"-58,74%",3204,5490,"71,32%",1587,1199,"-24,44%",1333,1118,"-16,15%",1309,1667,"27,36%",4319,1625,"-62,37%",3484,2551,"-26,78%",4359,1434,"-67,11%",4050,2410,"-40,50%",4537,3277,"-27,77%",2039,1732,"-15,07%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    SOL,23495,19755,"-15,92%",23495,19755,"-15,92%",4488,1825,"-59,34%",2196,1256,"-42,81%",1238,1008,"-18,61%",2292,1587,"-30,76%",2002,1504,"-24,87%",1625,1177,"-27,56%",1646,1584,"-3,74%",1905,1643,"-13,74%",2619,1741,"-33,53%",1048,1960,"87,05%",1376,2464,"79,05%",1061,2006,"89,15%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    DECO,9197,7573,"-17,66%",9197,7573,"-17,66%",559,645,"15,39%",722,649,"-10,06%",646,502,"-22,30%",926,894,"-3,51%",709,640,"-9,81%",609,831,"36,51%",1077,483,"-55,15%",1069,701,"-34,44%",814,436,"-46,38%",867,588,"-32,13%",699,784,"12,21%",501,420,"-16,25%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    QUINCAILLERIE,1532,2409,,1532,2409,"57,25%",63,138,"116,64%",63,207,"225,52%",184,138,"-25,10%",,279,,63,131,"105,67%",127,275,"116,64%",132,210,"58,62%",199,207,"3,73%",122,138,"12,91%",384,279,"-27,35%",,274,,194,136,"-29,72%"
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    BATI,14004,8966,,14004,8966,"-35,98%",1722,,,1284,2754,"114,45%",2750,1993,"-27,53%",,229,,193,190,"-1,68%",,,,190,386,"103,35%",,1095,,1202,215,"-82,09%",3357,886,"-73,60%",3306,508,"-84,63%",,711,
20pxm,LEROY MERLIN - 169,69390,VOURLES,348,,-    AUTRES,,139,,,139,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,TOTAL HENKEL,,333014,364548,"9,47%",333014,364548,"9,47%",45997,36469,"-20,72%",17402,29334,"68,57%",14787,59109,"299,74%",37530,14208,"-62,14%",33906,36258,"6,94%",22144,23259,"5,03%",27277,23176,"-15,03%",17039,27887,"63,67%",33330,36185,"8,57%",37243,24098,"-35,29%",30323,33182,"9,43%",16037,21383,"33,34%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,TOTAL HENKEL Direct,333014,364548,"9,47%",333014,364548,"9,47%",45997,36469,"-20,72%",17402,29334,"68,57%",14787,59109,"299,74%",37530,14208,"-62,14%",33906,36258,"6,94%",22144,23259,"5,03%",27277,23176,"-15,03%",17039,27887,"63,67%",33330,36185,"8,57%",37243,24098,"-35,29%",30323,33182,"9,43%",16037,21383,"33,34%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    PEINTURE,225542,267820,"18,75%",225542,267820,"18,75%",31255,26065,"-16,60%",6806,20029,"194,30%",9068,44564,"391,42%",28047,7602,"-72,90%",29022,31215,"7,56%",15151,14158,"-6,55%",19160,18796,"-1,90%",9914,22228,"124,21%",20656,25931,"25,54%",24654,17300,"-29,83%",22347,24071,"7,72%",9464,15863,"67,62%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    MENUISERIE,14653,18932,"29,20%",14653,18932,"29,20%",1180,3052,"158,55%",513,3244,"532,37%",979,6033,"516,17%",879,180,"-79,58%",407,295,"-27,41%",686,1106,"61,34%",1634,89,"-94,54%",625,127,"-79,64%",1629,2873,"76,34%",5919,486,"-91,79%",114,1243,"989,54%",88,204,"131,53%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    PLOMBERIE,39362,28004,"-28,86%",39362,28004,"-28,86%",7470,3341,"-55,28%",4056,2583,"-36,30%",1627,3218,"97,79%",3562,2369,"-33,48%",1704,1859,"9,13%",2867,2090,"-27,11%",2218,2009,"-9,42%",3152,1761,"-44,12%",4762,2617,"-45,04%",2344,2057,"-12,25%",3765,2160,"-42,62%",1838,1940,"5,53%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    SOL,29552,29726,"0,59%",29552,29726,"0,59%",4392,1881,"-57,16%",3788,2016,"-46,78%",1625,3442,"111,78%",2664,2477,"-7,03%",1125,1472,"30,77%",2215,3467,"56,55%",1898,1737,"-8,47%",2031,1966,"-3,22%",3773,3122,"-17,25%",2495,2735,"9,61%",1809,3097,"71,21%",1736,2314,"33,23%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    DECO,19166,15244,"-20,46%",19166,15244,"-20,46%",1633,1999,"22,45%",1838,1091,"-40,65%",1337,1344,"0,54%",1725,1288,"-25,34%",1498,1248,"-16,65%",803,2307,"187,45%",2022,400,"-80,22%",1105,1212,"9,69%",2235,1505,"-32,64%",1727,853,"-50,61%",1868,1611,"-13,77%",1377,386,"-71,97%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    QUINCAILLERIE,228,1840,,228,1840,"706,15%",,131,,,141,,,508,,,,,,,,,131,,,144,,,,,,138,,,204,,228,,,,444,
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    BATI,4406,2205,,4406,2205,"-49,95%",68,,,401,229,"-42,82%",150,,,654,294,"-55,13%",150,169,"12,04%",424,,,345,,,212,593,"179,38%",276,,,,465,,192,222,"15,83%",1534,233,"-84,83%"
20uek,LEROY MERLIN - 085,69200,VENISSIEUX,348,,-    AUTRES,105,777,,105,777,"639,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,777,,,,
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,TOTAL HENKEL,,363440,319535,"-12,08%",363440,319535,"-12,08%",41263,24260,"-41,21%",40964,28827,"-29,63%",16190,50999,"215,01%",32247,23590,"-26,85%",27113,16203,"-40,24%",37655,24196,"-35,74%",24021,27148,"13,02%",13601,33763,"148,24%",41011,11141,"-72,84%",20475,22255,"8,69%",23463,30395,"29,55%",45438,26757,"-41,11%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,TOTAL HENKEL Direct,363440,319535,"-12,08%",363440,319535,"-12,08%",41263,24260,"-41,21%",40964,28827,"-29,63%",16190,50999,"215,01%",32247,23590,"-26,85%",27113,16203,"-40,24%",37655,24196,"-35,74%",24021,27148,"13,02%",13601,33763,"148,24%",41011,11141,"-72,84%",20475,22255,"8,69%",23463,30395,"29,55%",45438,26757,"-41,11%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    PEINTURE,266177,239601,"-9,98%",266177,239601,"-9,98%",26476,19488,"-26,39%",33193,19089,"-42,49%",10062,36364,"261,38%",25031,15364,"-38,62%",24315,13987,"-42,48%",28458,18653,"-34,45%",18332,22805,"24,40%",6873,25514,"271,24%",30618,7522,"-75,43%",15897,16744,"5,33%",17367,21313,"22,72%",29556,22758,-23%
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    MENUISERIE,20734,25691,"23,91%",20734,25691,"23,91%",4708,796,"-83,08%",1885,3518,"86,61%",1005,4524,"350,07%",2215,5062,"128,54%",677,134,"-80,16%",1211,1160,"-4,25%",589,1176,"99,57%",915,3314,"262,06%",2454,759,"-69,06%",646,1744,"169,95%",1473,2952,"100,46%",2956,552,"-81,34%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    PLOMBERIE,32788,19252,,32788,19252,"-41,28%",4484,1045,"-76,71%",2383,1886,"-20,84%",2928,4270,"45,82%",584,1449,"148,06%",-281,773,,4476,1519,"-66,07%",1099,1458,"32,61%",1355,2245,"65,72%",4823,767,"-84,09%",2196,707,"-67,80%",825,1781,"115,78%",7915,1351,"-82,93%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    SOL,18112,14090,,18112,14090,"-22,21%",3686,1227,"-66,70%",1949,1499,"-23,06%",,1483,,2964,1358,"-54,18%",983,159,"-83,86%",920,122,"-86,76%",919,854,"-7,04%",625,809,"29,48%",1921,821,"-57,25%",103,1171,"1041,65%",1533,3160,"106,13%",2510,1425,"-43,20%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    DECO,16468,13930,"-15,41%",16468,13930,"-15,41%",1524,1704,"11,79%",1554,2070,"33,22%",1441,3998,"177,48%",812,175,"-78,45%",844,726,"-14,02%",1472,524,"-64,38%",1786,665,"-62,78%",2098,1340,"-36,10%",1060,907,"-14,40%",854,976,"14,19%",1902,639,"-66,43%",1121,206,"-81,59%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    QUINCAILLERIE,4452,3277,,4452,3277,"-26,39%",127,,,,131,,371,210,"-43,41%",372,,,328,134,-59%,688,1628,"136,43%",,144,,1158,,,,141,,355,462,"30,09%",62,144,"134,70%",991,283,"-71,48%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    BATI,4656,3514,,4656,3514,"-24,52%",258,,,,634,,382,151,"-60,60%",270,182,"-32,49%",247,197,"-20,33%",428,544,"26,99%",1295,,,577,540,"-6,40%",136,222,"63,52%",424,451,"6,43%",301,411,"36,40%",337,182,"-45,87%"
20nh3,LEROY MERLIN - 018,21800,QUETIGNY,376,,-    AUTRES,53,180,,53,180,"242,92%",,,,,,,,,,,,,,92,,,46,,,46,,,,,,,,,,,,-5,,53,,
20pym,LEROY MERLIN - 135,71000,MACON,376,TOTAL HENKEL,,189228,163249,"-13,73%",189228,163249,"-13,73%",23188,20127,"-13,20%",28531,15139,"-46,94%",6031,17280,"186,53%",17759,16537,"-6,88%",10182,6767,"-33,54%",13200,9837,"-25,47%",11025,10815,"-1,91%",15831,14026,"-11,40%",12301,13274,"7,91%",14772,10087,"-31,71%",17231,19162,"11,21%",19178,10200,"-46,81%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,TOTAL HENKEL Direct,189228,163249,"-13,73%",189228,163249,"-13,73%",23188,20127,"-13,20%",28531,15139,"-46,94%",6031,17280,"186,53%",17759,16537,"-6,88%",10182,6767,"-33,54%",13200,9837,"-25,47%",11025,10815,"-1,91%",15831,14026,"-11,40%",12301,13274,"7,91%",14772,10087,"-31,71%",17231,19162,"11,21%",19178,10200,"-46,81%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    PEINTURE,152814,112735,"-26,23%",152814,112735,"-26,23%",18240,14903,"-18,29%",25414,12040,"-52,63%",3100,14404,"364,69%",15518,10664,"-31,28%",7628,5408,"-29,11%",11124,7212,"-35,17%",9069,7096,"-21,75%",12738,9716,"-23,72%",9823,7994,"-18,62%",11016,6719,-39%,13961,8802,"-36,95%",15185,7776,"-48,79%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    MENUISERIE,7518,13830,,7518,13830,"83,96%",1640,2860,"74,32%",150,793,"429,35%",304,592,"94,70%",964,2283,"136,97%",903,159,"-82,40%",353,,,223,96,"-57,08%",1011,279,"-72,44%",532,1192,"124,19%",331,232,"-29,92%",481,5346,"1010,81%",628,,
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    PLOMBERIE,9327,14186,"52,09%",9327,14186,"52,09%",912,1094,"19,97%",998,197,"-80,28%",1147,522,"-54,53%",444,825,"85,67%",618,536,"-13,19%",361,974,"169,61%",530,1432,"170,38%",456,1899,"316,22%",494,1334,"170,02%",1580,1595,"0,93%",532,2623,"392,65%",1254,1156,"-7,84%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    SOL,12737,15001,"17,78%",12737,15001,"17,78%",1664,894,"-46,29%",1733,1510,"-12,88%",1186,1134,"-4,41%",368,2080,"465,13%",380,376,"-1,14%",642,1147,"78,61%",703,1542,"119,49%",1022,1575,"54,05%",846,2024,"139,23%",1127,952,"-15,48%",1722,1292,"-24,96%",1343,475,"-64,64%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    DECO,4369,4221,"-3,39%",4369,4221,"-3,39%",501,376,"-24,92%",236,392,"66,05%",173,411,"137,72%",402,340,"-15,50%",138,223,"61,80%",266,436,"63,83%",368,235,"-36,04%",409,356,"-13,10%",486,597,"22,68%",504,161,"-68,03%",406,322,"-20,71%",481,373,"-22,44%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    QUINCAILLERIE,951,1926,,951,1926,"102,65%",,,,,207,,120,217,"80,42%",63,141,"122,68%",125,65,"-47,89%",,69,,134,413,"208,60%",127,134,"5,96%",120,134,"11,89%",,276,,129,,,132,269,"103,63%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    BATI,1511,573,,1511,573,"-62,08%",230,,,,,,,,,,204,,390,,,454,,,,,,68,68,,,,,213,151,"-29,40%",,,,155,151,"-3,01%"
20pym,LEROY MERLIN - 135,71000,MACON,376,,-    AUTRES,,777,,,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,,,,
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,TOTAL HENKEL,,181621,185507,"2,14%",181621,185507,"2,14%",31880,20998,"-34,13%",20129,14245,"-29,23%",7763,17283,"122,63%",17147,14703,"-14,25%",7688,9646,"25,46%",11003,14026,"27,47%",14225,11812,"-16,96%",12631,24741,"95,87%",18308,14738,"-19,50%",12542,10629,"-15,25%",16582,19909,"20,06%",11723,12779,"9,01%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,TOTAL HENKEL Direct,181621,185507,"2,14%",181621,185507,"2,14%",31880,20998,"-34,13%",20129,14245,"-29,23%",7763,17283,"122,63%",17147,14703,"-14,25%",7688,9646,"25,46%",11003,14026,"27,47%",14225,11812,"-16,96%",12631,24741,"95,87%",18308,14738,"-19,50%",12542,10629,"-15,25%",16582,19909,"20,06%",11723,12779,"9,01%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    PEINTURE,137263,142468,"3,79%",137263,142468,"3,79%",27021,18448,"-31,73%",16006,10547,"-34,11%",3697,12903,"248,98%",14399,12098,"-15,98%",5413,5286,"-2,34%",8624,10420,"20,82%",10784,10153,"-5,86%",10339,18262,"76,64%",13006,11071,"-14,88%",8826,8409,"-4,72%",12507,14321,"14,50%",6642,10552,"58,87%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    MENUISERIE,19799,19935,"0,69%",19799,19935,"0,69%",2461,289,"-88,27%",1864,1731,"-7,15%",1864,2061,"10,57%",190,1341,"605,56%",1267,2550,"101,16%",1170,1341,"14,66%",1347,782,"-41,93%",114,4138,"3526,19%",3007,1730,"-42,47%",1434,970,"-32,38%",2091,2291,"9,60%",2990,711,"-76,22%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    PLOMBERIE,6262,5144,"-17,85%",6262,5144,"-17,85%",727,447,"-38,59%",543,521,"-4,13%",270,164,"-39,25%",766,166,"-78,29%",411,457,"11,11%",291,735,"152,70%",510,213,"-58,13%",723,718,"-0,72%",541,436,"-19,34%",413,237,"-42,70%",341,659,"93,23%",725,391,"-46,10%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    SOL,9681,7829,"-19,13%",9681,7829,"-19,13%",827,943,"13,98%",1155,716,"-38,02%",1261,1078,"-14,49%",1245,448,-64%,384,734,"91,10%",415,498,"19,86%",512,160,"-68,75%",807,591,"-26,76%",705,489,"-30,66%",808,513,"-36,48%",622,983,"58,15%",940,676,"-28,11%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    DECO,4162,3915,"-5,96%",4162,3915,"-5,96%",348,281,"-19,08%",263,304,"15,44%",296,452,"52,47%",289,208,"-28,07%",237,365,"53,83%",328,268,"-18,56%",285,261,"-8,59%",454,640,"40,91%",441,154,"-65,06%",384,369,"-3,79%",478,356,"-25,52%",359,257,"-28,28%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    QUINCAILLERIE,1776,3754,,1776,3754,"111,42%",,545,,,334,,184,210,"14,64%",,131,,122,69,"-43,25%",175,765,"337,04%",,,,194,392,"102,11%",505,465,"-7,94%",468,131,"-72,11%",62,522,"747,17%",67,192,"186,56%"
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    BATI,2390,1131,,2390,1131,"-52,67%",218,,,298,,,190,229,"20,25%",258,311,"20,70%",,,,,,,787,197,"-74,96%",,,,,394,,209,,,430,,,,,
20pjb,LEROY MERLIN - 074,57600,FORBACH,523,,-    AUTRES,289,1331,,289,1331,"361,07%",277,46,"-83,35%",,92,,,185,,,,,-146,185,,,,,,46,,,,,105,,,,,,53,777,"1378,08%",,,
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,TOTAL HENKEL,,321967,300518,"-6,66%",321967,300518,"-6,66%",32259,34120,"5,77%",25184,26865,"6,68%",27719,33902,"22,31%",26778,29950,"11,85%",20486,20703,"1,06%",22012,22818,"3,66%",29840,23163,"-22,38%",26494,26414,"-0,30%",26825,22754,"-15,18%",29240,17190,"-41,21%",32016,18669,"-41,69%",23114,23969,"3,70%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,TOTAL HENKEL Direct,321967,300518,"-6,66%",321967,300518,"-6,66%",32259,34120,"5,77%",25184,26865,"6,68%",27719,33902,"22,31%",26778,29950,"11,85%",20486,20703,"1,06%",22012,22818,"3,66%",29840,23163,"-22,38%",26494,26414,"-0,30%",26825,22754,"-15,18%",29240,17190,"-41,21%",32016,18669,"-41,69%",23114,23969,"3,70%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    PEINTURE,244807,231694,"-5,36%",244807,231694,"-5,36%",22482,23944,"6,50%",18254,23707,"29,87%",21232,25944,"22,20%",20476,24661,"20,44%",15341,15142,"-1,30%",16913,18389,"8,73%",22081,18895,"-14,43%",20462,19591,"-4,26%",19930,18372,"-7,82%",23467,12329,"-47,46%",25421,12359,"-51,38%",18748,18360,"-2,07%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    MENUISERIE,21572,16506,,21572,16506,"-23,48%",2781,2062,"-25,87%",2698,710,"-73,70%",2087,2501,"19,85%",1950,1027,"-47,37%",1171,2195,"87,48%",1452,-41,,2261,418,"-81,52%",2076,1929,"-7,11%",1072,1302,"21,41%",1637,1620,"-1,07%",1294,1438,"11,07%",1092,1348,"23,51%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    PLOMBERIE,19613,17604,"-10,24%",19613,17604,"-10,24%",4359,5463,"25,33%",748,554,"-25,82%",2174,1901,"-12,57%",738,1093,"48,12%",537,886,"64,94%",833,667,-20%,2598,1009,"-61,15%",2208,1608,"-27,18%",1366,812,"-40,58%",1670,744,"-55,46%",1536,1710,"11,33%",845,1157,"36,87%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    SOL,19111,18950,"-0,84%",19111,18950,"-0,84%",1367,1065,"-22,07%",2447,1254,"-48,74%",1370,1971,"43,91%",2523,1990,"-21,12%",824,1122,"36,09%",1847,1927,"4,31%",1540,1609,"4,46%",654,1898,"190,20%",1965,1260,"-35,90%",1188,1253,"5,51%",1861,1288,"-30,80%",1526,2314,"51,68%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    DECO,9371,9091,"-2,99%",9371,9091,"-2,99%",622,1079,"73,31%",744,713,"-4,16%",666,1236,"85,53%",908,659,"-27,40%",669,738,"10,24%",405,703,"73,50%",1017,978,"-3,83%",843,776,"-7,96%",976,376,"-61,44%",666,730,"9,69%",1482,886,"-40,20%",373,218,"-41,64%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    QUINCAILLERIE,2668,3996,,2668,3996,"49,78%",187,279,"48,78%",63,207,"225,52%",190,138,"-27,79%",,475,,308,403,"30,79%",175,717,"309,60%",129,72,"-43,79%",252,406,"61,47%",729,214,"-70,71%",129,344,"167,79%",190,399,"109,66%",315,344,"8,98%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    BATI,4720,2493,,4720,2493,"-47,20%",461,229,"-50,36%",230,-325,,,211,,183,,,1635,170,"-89,58%",386,411,"6,37%",215,182,"-15,04%",,207,,785,418,"-46,71%",378,170,-55%,232,591,"154,32%",215,229,"6,60%"
20pvp,LEROY MERLIN - 199,67540,OSTWALD,523,,-    AUTRES,105,185,,105,185,"75,80%",,,,,46,,,,,,46,,,46,,,46,,,,,,,,,,,105,,,,,,,,
20pvr,LEROY MERLIN - 040,67200,STRASBOURG,523,TOTAL HENKEL,,194406,197801,"1,75%",194406,197801,"1,75%",22358,22070,"-1,29%",18212,13345,"-26,72%",22298,23031,"3,29%",16472,15451,"-6,20%",14369,7767,"-45,95%",7688,13304,"73,06%",17671,14118,"-20,11%",8643,21009,"143,09%",21585,11775,"-45,45%",20110,16519,"-17,86%",11233,18689,"66,38%",13767,20723,"50,53%"
20pvr,LEROY MERLIN - 040,67200,STRASBOURG,523,,TOTAL HENKEL Direct,194406,197801,"1,75%",194406,197801,"1,75%",22358,22070,"-1,29%",18212,13345,"-26,72%",22298,23031,"3,29%",16472,15451,"-6,20%",14369,7767,"-45,95%",7688,13304,"73,06%",17671,14118,"-20,11%",8643,21009,"143,09%",21585,11775,"-45,45%",20110,16519,"-17,86%",11233,18689,"66,38%",13767,20723,"50,53%"
